taxon,common.name,class,order,family,genus,species,primarymethod,N,mean.mass.g,log10.mass,alternative.mass.reference,mean.hra.m2,log10.hra,hra.reference,realm,thermoregulation,locomotion,trophic.guild,dimension,preymass,log10.preymass,PPMR,prey.size.reference
mammals,common wombat,mammalia,diprotodontia,vombatidae,vombatus,ursinus,telemetry*,NA,25999.8,4.414970007,NA,107999.07,5.033420016,"Kelt, D. A., and D. Van Vuren. 1999. Energetic constraints and the relationship between body size and home range area in mammals. Ecology 80:337-340; Kelt, D. A., and D. Van Vuren. In press. Home ranges of recent mammals. Ecology.",terrestrial,endotherm,walking,herbivore,2D,NA,NA,NA,NA
mammals,European hedgehog,mammalia,erinaceomorpha,erinaceidae,erinaceus,europaeus,telemetry*,NA,800,2.903089987,NA,194236.12,5.288329994,"Kelt, D. A., and D. Van Vuren. 1999. Energetic constraints and the relationship between body size and home range area in mammals. Ecology 80:337-340; Kelt, D. A., and D. Van Vuren. In press. Home ranges of recent mammals. Ecology.",terrestrial,endotherm,walking,carnivore,2D,NA,NA,NA,NA
mammals,long-eared hedgehog,mammalia,erinaceomorpha,erinaceidae,hemiechinus,auritus,telemetry*,NA,296,2.471291711,NA,40377.55,4.606139964,"Kelt, D. A., and D. Van Vuren. 1999. Energetic constraints and the relationship between body size and home range area in mammals. Ecology 80:337-340; Kelt, D. A., and D. Van Vuren. In press. Home ranges of recent mammals. Ecology.",terrestrial,endotherm,walking,carnivore,2D,NA,NA,NA,NA
mammals,pygmy rabbit,mammalia,lagomorpha,leporidae,brachylagus,idahoensis,telemetry*,NA,340.2,2.531734309,NA,4858.81,3.686529917,"Kelt, D. A., and D. Van Vuren. 1999. Energetic constraints and the relationship between body size and home range area in mammals. Ecology 80:337-340; Kelt, D. A., and D. Van Vuren. In press. Home ranges of recent mammals. Ecology.",terrestrial,endotherm,walking,herbivore,2D,NA,NA,NA,NA
mammals,snowshoe hare,mammalia,lagomorpha,leporidae,lepus,americanus,telemetry*,NA,1360.79,3.133791109,NA,32716.74,4.514770023,"Kelt, D. A., and D. Van Vuren. 1999. Energetic constraints and the relationship between body size and home range area in mammals. Ecology 80:337-340; Kelt, D. A., and D. Van Vuren. In press. Home ranges of recent mammals. Ecology.",terrestrial,endotherm,walking,herbivore,2D,NA,NA,NA,NA
mammals,Arctic hare,mammalia,lagomorpha,leporidae,lepus,arcticus,telemetry*,NA,4050.05,3.607460385,NA,2900013.37,6.4624,"Kelt, D. A., and D. Van Vuren. 1999. Energetic constraints and the relationship between body size and home range area in mammals. Ecology 80:337-340; Kelt, D. A., and D. Van Vuren. In press. Home ranges of recent mammals. Ecology.",terrestrial,endotherm,walking,herbivore,2D,NA,NA,NA,NA
mammals,black-tailed jackrabbit,mammalia,lagomorpha,leporidae,lepus,californicus,telemetry*,NA,2267.98,3.35563922,NA,1592758.75,6.20215,"Kelt, D. A., and D. Van Vuren. 1999. Energetic constraints and the relationship between body size and home range area in mammals. Ecology 80:337-340; Kelt, D. A., and D. Van Vuren. In press. Home ranges of recent mammals. Ecology.",terrestrial,endotherm,walking,herbivore,2D,NA,NA,NA,NA
mammals,cape hare,mammalia,lagomorpha,leporidae,lepus,capensis,telemetry*,NA,3549.11,3.55011946,NA,530005.04,5.724279999,"Kelt, D. A., and D. Van Vuren. 1999. Energetic constraints and the relationship between body size and home range area in mammals. Ecology 80:337-340; Kelt, D. A., and D. Van Vuren. In press. Home ranges of recent mammals. Ecology.",terrestrial,endotherm,walking,herbivore,2D,NA,NA,NA,NA
mammals,European hare,mammalia,lagomorpha,leporidae,lepus,europaeus,telemetry*,NA,5250.01,3.720160131,NA,286615.72,5.457300006,"Kelt, D. A., and D. Van Vuren. 1999. Energetic constraints and the relationship between body size and home range area in mammals. Ecology 80:337-340; Kelt, D. A., and D. Van Vuren. In press. Home ranges of recent mammals. Ecology.",terrestrial,endotherm,walking,herbivore,2D,NA,NA,NA,NA
mammals,Indian hare,mammalia,lagomorpha,leporidae,lepus,nigricollis,telemetry*,NA,3129.97,3.495540175,NA,13899.85,4.143010114,"Kelt, D. A., and D. Van Vuren. 1999. Energetic constraints and the relationship between body size and home range area in mammals. Ecology 80:337-340; Kelt, D. A., and D. Van Vuren. In press. Home ranges of recent mammals. Ecology.",terrestrial,endotherm,walking,herbivore,2D,NA,NA,NA,NA
mammals,mountain hare,mammalia,lagomorpha,leporidae,lepus,timidus,telemetry*,NA,2825.01,3.451019989,NA,453241.85,5.656330004,"Kelt, D. A., and D. Van Vuren. 1999. Energetic constraints and the relationship between body size and home range area in mammals. Ecology 80:337-340; Kelt, D. A., and D. Van Vuren. In press. Home ranges of recent mammals. Ecology.",terrestrial,endotherm,walking,herbivore,2D,NA,NA,NA,NA
mammals,European rabbit,mammalia,lagomorpha,leporidae,oryctolagus,cuniculus,telemetry*,NA,1600,3.204119983,NA,62999.92,4.799339998,"Kelt, D. A., and D. Van Vuren. 1999. Energetic constraints and the relationship between body size and home range area in mammals. Ecology 80:337-340; Kelt, D. A., and D. Van Vuren. In press. Home ranges of recent mammals. Ecology.",terrestrial,endotherm,walking,herbivore,2D,NA,NA,NA,NA
mammals,swamp rabbit,mammalia,lagomorpha,leporidae,sylvilagus,aquaticus,telemetry*,NA,2150.01,3.33244048,NA,18299.95,4.262449903,"Kelt, D. A., and D. Van Vuren. 1999. Energetic constraints and the relationship between body size and home range area in mammals. Ecology 80:337-340; Kelt, D. A., and D. Van Vuren. In press. Home ranges of recent mammals. Ecology.",terrestrial,endotherm,walking,herbivore,2D,NA,NA,NA,NA
mammals,eastern cottontail,mammalia,lagomorpha,leporidae,sylvilagus,floridanus,telemetry*,NA,1360.79,3.133791109,NA,28920.11,4.461199941,"Kelt, D. A., and D. Van Vuren. 1999. Energetic constraints and the relationship between body size and home range area in mammals. Ecology 80:337-340; Kelt, D. A., and D. Van Vuren. In press. Home ranges of recent mammals. Ecology.",terrestrial,endotherm,walking,herbivore,2D,NA,NA,NA,NA
mammals,marsh rabbit,mammalia,lagomorpha,leporidae,sylvilagus,palustris,telemetry*,NA,1349.99,3.130330551,NA,39600.44,4.597700011,"Kelt, D. A., and D. Van Vuren. 1999. Energetic constraints and the relationship between body size and home range area in mammals. Ecology 80:337-340; Kelt, D. A., and D. Van Vuren. In press. Home ranges of recent mammals. Ecology.",terrestrial,endotherm,walking,herbivore,2D,NA,NA,NA,NA
mammals,plateau pika,mammalia,lagomorpha,ochotonidae,ochotona,curzoniae,telemetry*,NA,155.3,2.191171456,NA,1376,3.138618434,"Kelt, D. A., and D. Van Vuren. 1999. Energetic constraints and the relationship between body size and home range area in mammals. Ecology 80:337-340; Kelt, D. A., and D. Van Vuren. In press. Home ranges of recent mammals. Ecology.",terrestrial,endotherm,walking,herbivore,2D,NA,NA,NA,NA
mammals,American pika,mammalia,lagomorpha,ochotonidae,ochotona,princeps,telemetry*,NA,146.5,2.165837625,NA,1866.34,3.270990764,"Kelt, D. A., and D. Van Vuren. 1999. Energetic constraints and the relationship between body size and home range area in mammals. Ecology 80:337-340; Kelt, D. A., and D. Van Vuren. In press. Home ranges of recent mammals. Ecology.",terrestrial,endotherm,walking,herbivore,2D,NA,NA,NA,NA
mammals,rufous elephant shrew,mammalia,macroscelidea,macroscelididae,elephantulus,rufescens,telemetry*,NA,58,1.763427994,NA,3393.13,3.530600499,"Kelt, D. A., and D. Van Vuren. 1999. Energetic constraints and the relationship between body size and home range area in mammals. Ecology 80:337-340; Kelt, D. A., and D. Van Vuren. In press. Home ranges of recent mammals. Ecology.",terrestrial,endotherm,walking,carnivore,2D,NA,NA,NA,NA
mammals,four-toed elephant shrew,mammalia,macroscelidea,macroscelididae,petrodromus,tetradactylus,telemetry*,NA,201,2.303196057,NA,11999.97,4.07918016,"Kelt, D. A., and D. Van Vuren. 1999. Energetic constraints and the relationship between body size and home range area in mammals. Ecology 80:337-340; Kelt, D. A., and D. Van Vuren. In press. Home ranges of recent mammals. Ecology.",terrestrial,endotherm,walking,carnivore,2D,NA,NA,NA,NA
mammals,golden-rumped elephant shrew,mammalia,macroscelidea,macroscelididae,rhynchocyon,chrysopygus,telemetry*,NA,535.2,2.728516105,NA,29000.13,4.462399945,"Kelt, D. A., and D. Van Vuren. 1999. Energetic constraints and the relationship between body size and home range area in mammals. Ecology 80:337-340; Kelt, D. A., and D. Van Vuren. In press. Home ranges of recent mammals. Ecology.",terrestrial,endotherm,walking,carnivore,2D,NA,NA,NA,NA
mammals,east African mole rat,mammalia,monotrematae,tachyglossidae,tachyoryctes,splendens,telemetry*,NA,257,2.409933123,NA,100,2,"Kelt, D. A., and D. Van Vuren. 1999. Energetic constraints and the relationship between body size and home range area in mammals. Ecology 80:337-340; Kelt, D. A., and D. Van Vuren. In press. Home ranges of recent mammals. Ecology.",terrestrial,endotherm,walking,carnivore,2D,NA,NA,NA,NA
mammals,golden bandicoot,mammalia,peramelemorphia,peramelidae,isoodon,auratus,telemetry*,NA,390.5,2.591621038,NA,116834.2,5.067569989,"Kelt, D. A., and D. Van Vuren. 1999. Energetic constraints and the relationship between body size and home range area in mammals. Ecology 80:337-340; Kelt, D. A., and D. Van Vuren. In press. Home ranges of recent mammals. Ecology.",terrestrial,endotherm,walking,carnivore,2D,NA,NA,NA,NA
mammals,Southern brown bandicoot,mammalia,peramelemorphia,peramelidae,isoodon,obesulus,telemetry*,NA,775,2.889301703,NA,21133.43,4.32496999,"Kelt, D. A., and D. Van Vuren. 1999. Energetic constraints and the relationship between body size and home range area in mammals. Ecology 80:337-340; Kelt, D. A., and D. Van Vuren. In press. Home ranges of recent mammals. Ecology.",terrestrial,endotherm,walking,carnivore,2D,NA,NA,NA,NA
mammals,horse,mammalia,perissodactyla,equidae,equus,caballus,telemetry*,NA,427996.29,5.631440004,NA,22295129.54,7.34821,"Kelt, D. A., and D. Van Vuren. 1999. Energetic constraints and the relationship between body size and home range area in mammals. Ecology 80:337-340; Kelt, D. A., and D. Van Vuren. In press. Home ranges of recent mammals. Ecology.",terrestrial,endotherm,walking,herbivore,2D,NA,NA,NA,NA
mammals,white rhinoceros,mammalia,perissodactyla,rhinocerotidae,ceratotherium,simum,telemetry*,NA,2249986.95,6.352179999,NA,15912558.01,7.20174,"Kelt, D. A., and D. Van Vuren. 1999. Energetic constraints and the relationship between body size and home range area in mammals. Ecology 80:337-340; Kelt, D. A., and D. Van Vuren. In press. Home ranges of recent mammals. Ecology.",terrestrial,endotherm,walking,herbivore,2D,NA,NA,NA,NA
mammals,black rhinoceros,mammalia,perissodactyla,rhinocerotidae,diceros,bicornis,telemetry*,NA,1050001.69,6.021189998,NA,42065882.07,7.62393,"Kelt, D. A., and D. Van Vuren. 1999. Energetic constraints and the relationship between body size and home range area in mammals. Ecology 80:337-340; Kelt, D. A., and D. Van Vuren. In press. Home ranges of recent mammals. Ecology.",terrestrial,endotherm,walking,herbivore,2D,NA,NA,NA,NA
mammals,maned sloth,mammalia,pilosa,bradypodidae,bradypus,torquatus,telemetry*,NA,3899.96,3.591060153,NA,44999.74,4.653210005,"Kelt, D. A., and D. Van Vuren. 1999. Energetic constraints and the relationship between body size and home range area in mammals. Ecology 80:337-340; Kelt, D. A., and D. Van Vuren. In press. Home ranges of recent mammals. Ecology.",terrestrial,endotherm,walking,herbivore,2D,NA,NA,NA,NA
mammals,Asian elephant,mammalia,proboscidea,elephantidae,elephas,maximus,telemetry*,NA,4000000.08,6.60206,NA,109999319.9,8.04139,"Kelt, D. A., and D. Van Vuren. 1999. Energetic constraints and the relationship between body size and home range area in mammals. Ecology 80:337-340; Kelt, D. A., and D. Van Vuren. In press. Home ranges of recent mammals. Ecology.",terrestrial,endotherm,walking,herbivore,2D,NA,NA,NA,NA
mammals,African bush elephant,mammalia,proboscidea,elephantidae,loxodonta,africana,telemetry*,NA,4000000.08,6.60206,NA,1753759352,9.24397,"Kelt, D. A., and D. Van Vuren. 1999. Energetic constraints and the relationship between body size and home range area in mammals. Ecology 80:337-340; Kelt, D. A., and D. Van Vuren. In press. Home ranges of recent mammals. Ecology.",terrestrial,endotherm,walking,herbivore,2D,NA,NA,NA,NA
mammals,southern grasshopper mouse,mammalia,roden,cricetidae,onychomys,torridus,telemetry*,NA,22,1.342422681,NA,25945.38,4.414060036,"Kelt, D. A., and D. Van Vuren. 1999. Energetic constraints and the relationship between body size and home range area in mammals. Ecology 80:337-340; Kelt, D. A., and D. Van Vuren. In press. Home ranges of recent mammals. Ecology.",terrestrial,endotherm,walking,carnivore,2D,NA,NA,NA,NA
mammals,mountain beaver,mammalia,rodentia,aplodontiidae,aplodontia,rufa,telemetry*,NA,1133.99,3.054609225,NA,1037.41,3.01595043,"Kelt, D. A., and D. Van Vuren. 1999. Energetic constraints and the relationship between body size and home range area in mammals. Ecology 80:337-340; Kelt, D. A., and D. Van Vuren. In press. Home ranges of recent mammals. Ecology.",terrestrial,endotherm,walking,herbivore,2D,NA,NA,NA,NA
mammals,cape dune mole rat,mammalia,rodentia,bathyergidae,bathyergus,suillus,telemetry*,NA,625,2.795880017,NA,2685.84,3.429080137,"Kelt, D. A., and D. Van Vuren. 1999. Energetic constraints and the relationship between body size and home range area in mammals. Ecology 80:337-340; Kelt, D. A., and D. Van Vuren. In press. Home ranges of recent mammals. Ecology.",terrestrial,endotherm,walking,herbivore,2D,NA,NA,NA,NA
mammals,Damaraland mole rat,mammalia,rodentia,bathyergidae,cryptomys,damarensis,telemetry*,NA,148,2.170261715,NA,12999.9,4.113940012,"Kelt, D. A., and D. Van Vuren. 1999. Energetic constraints and the relationship between body size and home range area in mammals. Ecology 80:337-340; Kelt, D. A., and D. Van Vuren. In press. Home ranges of recent mammals. Ecology.",terrestrial,endotherm,walking,herbivore,2D,NA,NA,NA,NA
mammals,common mole rat,mammalia,rodentia,bathyergidae,cryptomys,hottentotus,telemetry*,NA,65,1.812913357,NA,1582.01,3.199209224,"Kelt, D. A., and D. Van Vuren. 1999. Energetic constraints and the relationship between body size and home range area in mammals. Ecology 80:337-340; Kelt, D. A., and D. Van Vuren. In press. Home ranges of recent mammals. Ecology.",terrestrial,endotherm,walking,herbivore,2D,NA,NA,NA,NA
mammals,cape mole rat,mammalia,rodentia,bathyergidae,georychus,capensis,telemetry*,NA,242,2.383815366,NA,272,2.434568904,"Kelt, D. A., and D. Van Vuren. 1999. Energetic constraints and the relationship between body size and home range area in mammals. Ecology 80:337-340; Kelt, D. A., and D. Van Vuren. In press. Home ranges of recent mammals. Ecology.",terrestrial,endotherm,walking,herbivore,2D,NA,NA,NA,NA
mammals,silvery mole rat,mammalia,rodentia,bathyergidae,heliophobius,argenteocinereus,telemetry*,NA,155,2.190331698,NA,172,2.235528447,"Kelt, D. A., and D. Van Vuren. 1999. Energetic constraints and the relationship between body size and home range area in mammals. Ecology 80:337-340; Kelt, D. A., and D. Van Vuren. In press. Home ranges of recent mammals. Ecology.",terrestrial,endotherm,walking,herbivore,2D,NA,NA,NA,NA
mammals,naked mole rat,mammalia,rodentia,bathyergidae,heterocephalus,glaber,telemetry*,NA,39,1.591064607,NA,5400.95,3.732470157,"Kelt, D. A., and D. Van Vuren. 1999. Energetic constraints and the relationship between body size and home range area in mammals. Ecology 80:337-340; Kelt, D. A., and D. Van Vuren. In press. Home ranges of recent mammals. Ecology.",terrestrial,endotherm,walking,herbivore,2D,NA,NA,NA,NA
mammals,Patagonian mara,mammalia,rodentia,caviidae,dolichotus,patagonus,telemetry*,NA,8000,3.903089987,NA,976989.73,5.989889998,"Kelt, D. A., and D. Van Vuren. 1999. Energetic constraints and the relationship between body size and home range area in mammals. Ecology 80:337-340; Kelt, D. A., and D. Van Vuren. In press. Home ranges of recent mammals. Ecology.",terrestrial,endotherm,walking,herbivore,2D,NA,NA,NA,NA
mammals,plains viscacha,mammalia,rodentia,chinchillidae,lagostomus,maximus,telemetry*,NA,5190.03,3.715169868,NA,10000,4,"Kelt, D. A., and D. Van Vuren. 1999. Energetic constraints and the relationship between body size and home range area in mammals. Ecology 80:337-340; Kelt, D. A., and D. Van Vuren. In press. Home ranges of recent mammals. Ecology.",terrestrial,endotherm,walking,herbivore,2D,NA,NA,NA,NA
mammals,western red-backed vole,mammalia,rodentia,cricetidae,clethrionomys,californicus,telemetry*,NA,22.57,1.353531559,NA,1596.98,3.203299477,"Kelt, D. A., and D. Van Vuren. 1999. Energetic constraints and the relationship between body size and home range area in mammals. Ecology 80:337-340; Kelt, D. A., and D. Van Vuren. In press. Home ranges of recent mammals. Ecology.",terrestrial,endotherm,walking,herbivore,2D,NA,NA,NA,NA
